"시도별(1)","장애유형별(1)","시점","장애정도별(1)","항목",데이터
"서울특별시","장루ㆍ요루","2021","총계","남자",1830
"서울특별시","장루ㆍ요루","2021","총계","여자",1129
"서울특별시","장루ㆍ요루","2021","심한장애","소계",302
"서울특별시","장루ㆍ요루","2021","심한장애","남자",188
"서울특별시","장루ㆍ요루","2021","심한장애","여자",114
"서울특별시","장루ㆍ요루","2021","심하지않은장애","소계",2657
"서울특별시","장루ㆍ요루","2021","심하지않은장애","남자",1642
"서울특별시","장루ㆍ요루","2021","심하지않은장애","여자",1015
"서울특별시","장루ㆍ요루","2022","총계","소계",3087
"서울특별시","장루ㆍ요루","2022","총계","남자",1914
"서울특별시","장루ㆍ요루","2022","총계","여자",1173
"서울특별시","장루ㆍ요루","2022","심한장애","소계",317
"서울특별시","장루ㆍ요루","2022","심한장애","남자",196
"서울특별시","장루ㆍ요루","2022","심한장애","여자",121
"서울특별시","장루ㆍ요루","2022","심하지않은장애","소계",2770
"서울특별시","장루ㆍ요루","2022","심하지않은장애","남자",1718
"서울특별시","장루ㆍ요루","2022","심하지않은장애","여자",1052
"서울특별시","뇌전증","2019","총계","소계",1244
"서울특별시","뇌전증","2019","총계","남자",687
"서울특별시","뇌전증","2019","총계","여자",557
"서울특별시","뇌전증","2019","심한장애","소계",336
"서울특별시","뇌전증","2019","심한장애","남자",176
"서울특별시","뇌전증","2019","심한장애","여자",160
"서울특별시","뇌전증","2019","심하지않은장애","소계",908
"서울특별시","뇌전증","2019","심하지않은장애","남자",511
"서울특별시","뇌전증","2019","심하지않은장애","여자",397
"서울특별시","뇌전증","2020","총계","소계",1251
"서울특별시","뇌전증","2020","총계","남자",685
"서울특별시","뇌전증","2020","총계","여자",566
"서울특별시","뇌전증","2020","심한장애","소계",336
"서울특별시","뇌전증","2020","심한장애","남자",177
"서울특별시","뇌전증","2020","심한장애","여자",159
"서울특별시","뇌전증","2020","심하지않은장애","소계",915
"서울특별시","뇌전증","2020","심하지않은장애","남자",508
"서울특별시","뇌전증","2020","심하지않은장애","여자",407
"서울특별시","뇌전증","2021","총계","소계",1248
"서울특별시","뇌전증","2021","총계","남자",687
"서울특별시","뇌전증","2021","총계","여자",561
"서울특별시","뇌전증","2021","심한장애","소계",339
"서울특별시","뇌전증","2021","심한장애","남자",175
"서울특별시","뇌전증","2021","심한장애","여자",164
"서울특별시","뇌전증","2021","심하지않은장애","소계",909
"서울특별시","뇌전증","2021","심하지않은장애","남자",512
"서울특별시","뇌전증","2021","심하지않은장애","여자",397
"서울특별시","뇌전증","2022","총계","소계",1234
"서울특별시","뇌전증","2022","총계","남자",677
"서울특별시","뇌전증","2022","총계","여자",557
"서울특별시","뇌전증","2022","심한장애","소계",352
"서울특별시","뇌전증","2022","심한장애","남자",184
"서울특별시","뇌전증","2022","심한장애","여자",168
"서울특별시","뇌전증","2022","심하지않은장애","소계",882
"서울특별시","뇌전증","2022","심하지않은장애","남자",493
"서울특별시","뇌전증","2022","심하지않은장애","여자",389
"부산광역시","합계","2019","총계","소계",175378
"부산광역시","합계","2019","총계","남자",103538
"부산광역시","합계","2019","총계","여자",71840
"부산광역시","합계","2019","심한장애","소계",67396
"부산광역시","합계","2019","심한장애","남자",40757
"부산광역시","합계","2019","심한장애","여자",26639
"부산광역시","합계","2019","심하지않은장애","소계",107982
"부산광역시","합계","2019","심하지않은장애","남자",62781
"부산광역시","합계","2019","심하지않은장애","여자",45201
"부산광역시","합계","2020","총계","소계",176293
"부산광역시","합계","2020","총계","남자",103880
"부산광역시","합계","2020","총계","여자",72413
"부산광역시","합계","2020","심한장애","소계",67332
"부산광역시","합계","2020","심한장애","남자",40677
"부산광역시","합계","2020","심한장애","여자",26655
"부산광역시","합계","2020","심하지않은장애","소계",108961
"부산광역시","합계","2020","심하지않은장애","남자",63203
"부산광역시","합계","2020","심하지않은장애","여자",45758
"부산광역시","합계","2021","총계","소계",176451
"부산광역시","합계","2021","총계","남자",103824
"부산광역시","합계","2021","총계","여자",72627
"부산광역시","합계","2021","심한장애","소계",67178
"부산광역시","합계","2021","심한장애","남자",40616
"부산광역시","합계","2021","심한장애","여자",26562
"부산광역시","합계","2021","심하지않은장애","소계",109273
"부산광역시","합계","2021","심하지않은장애","남자",63208
"부산광역시","합계","2021","심하지않은장애","여자",46065
"부산광역시","합계","2022","총계","소계",176245
"부산광역시","합계","2022","총계","남자",103732
"부산광역시","합계","2022","총계","여자",72513
"부산광역시","합계","2022","심한장애","소계",66891
"부산광역시","합계","2022","심한장애","남자",40480
"부산광역시","합계","2022","심한장애","여자",26411
"부산광역시","합계","2022","심하지않은장애","소계",109354
"부산광역시","합계","2022","심하지않은장애","남자",63252
"부산광역시","합계","2022","심하지않은장애","여자",46102
"부산광역시","지체","2019","총계","소계",79860
"부산광역시","지체","2019","총계","남자",47476
"부산광역시","지체","2019","총계","여자",32384
"부산광역시","지체","2019","심한장애","소계",16350
"부산광역시","지체","2019","심한장애","남자",11060
"부산광역시","지체","2019","심한장애","여자",5290
"부산광역시","지체","2019","심하지않은장애","소계",63510
"부산광역시","지체","2019","심하지않은장애","남자",36416
"부산광역시","지체","2019","심하지않은장애","여자",27094
"부산광역시","지체","2020","총계","소계",78515
"부산광역시","지체","2020","총계","남자",46660
"부산광역시","지체","2020","총계","여자",31855
"부산광역시","지체","2020","심한장애","소계",16022
"부산광역시","지체","2020","심한장애","남자",10846
"부산광역시","지체","2020","심한장애","여자",5176
"부산광역시","지체","2020","심하지않은장애","소계",62493
"부산광역시","지체","2020","심하지않은장애","남자",35814
"부산광역시","지체","2020","심하지않은장애","여자",26679
"부산광역시","지체","2021","총계","소계",77016
"부산광역시","지체","2021","총계","남자",45742
"부산광역시","지체","2021","총계","여자",31274
"부산광역시","지체","2021","심한장애","소계",15700
"부산광역시","지체","2021","심한장애","남자",10621
"부산광역시","지체","2021","심한장애","여자",5079
"부산광역시","지체","2021","심하지않은장애","소계",61316
"부산광역시","지체","2021","심하지않은장애","남자",35121
"부산광역시","지체","2021","심하지않은장애","여자",26195
"부산광역시","지체","2022","총계","소계",75567
"부산광역시","지체","2022","총계","남자",44907
"부산광역시","지체","2022","총계","여자",30660
"부산광역시","지체","2022","심한장애","소계",15382
"부산광역시","지체","2022","심한장애","남자",10392
"부산광역시","지체","2022","심한장애","여자",4990
"부산광역시","지체","2022","심하지않은장애","소계",60185
"부산광역시","지체","2022","심하지않은장애","남자",34515
"부산광역시","지체","2022","심하지않은장애","여자",25670
"부산광역시","시각","2019","총계","소계",18057
"부산광역시","시각","2019","총계","남자",10748
"부산광역시","시각","2019","총계","여자",7309
"부산광역시","시각","2019","심한장애","소계",3428
"부산광역시","시각","2019","심한장애","남자",1742
"부산광역시","시각","2019","심한장애","여자",1686
"부산광역시","시각","2019","심하지않은장애","소계",14629
"부산광역시","시각","2019","심하지않은장애","남자",9006
"부산광역시","시각","2019","심하지않은장애","여자",5623
"부산광역시","시각","2020","총계","소계",18023
"부산광역시","시각","2020","총계","남자",10666
"부산광역시","시각","2020","총계","여자",7357
"부산광역시","시각","2020","심한장애","소계",3354
"부산광역시","시각","2020","심한장애","남자",1700
"부산광역시","시각","2020","심한장애","여자",1654
"부산광역시","시각","2020","심하지않은장애","소계",14669
"부산광역시","시각","2020","심하지않은장애","남자",8966
"부산광역시","시각","2020","심하지않은장애","여자",5703
"부산광역시","시각","2021","총계","소계",17874
"부산광역시","시각","2021","총계","남자",10545
"부산광역시","시각","2021","총계","여자",7329
"부산광역시","시각","2021","심한장애","소계",3292
"부산광역시","시각","2021","심한장애","남자",1678
"부산광역시","시각","2021","심한장애","여자",1614
"부산광역시","시각","2021","심하지않은장애","소계",14582
"부산광역시","시각","2021","심하지않은장애","남자",8867
"부산광역시","시각","2021","심하지않은장애","여자",5715
"부산광역시","시각","2022","총계","소계",17740
"부산광역시","시각","2022","총계","남자",10485
"부산광역시","시각","2022","총계","여자",7255
"부산광역시","시각","2022","심한장애","소계",3252
"부산광역시","시각","2022","심한장애","남자",1663
"부산광역시","시각","2022","심한장애","여자",1589
"부산광역시","시각","2022","심하지않은장애","소계",14488
"부산광역시","시각","2022","심하지않은장애","남자",8822
"부산광역시","시각","2022","심하지않은장애","여자",5666
"부산광역시","청각","2019","총계","소계",22744
"부산광역시","청각","2019","총계","남자",12523
"부산광역시","청각","2019","총계","여자",10221
"부산광역시","청각","2019","심한장애","소계",5487
"부산광역시","청각","2019","심한장애","남자",3020
"부산광역시","청각","2019","심한장애","여자",2467
"부산광역시","청각","2019","심하지않은장애","소계",17257
"부산광역시","청각","2019","심하지않은장애","남자",9503
"부산광역시","청각","2019","심하지않은장애","여자",7754
"부산광역시","청각","2020","총계","소계",24195
"부산광역시","청각","2020","총계","남자",13284
"부산광역시","청각","2020","총계","여자",10911
"부산광역시","청각","2020","심한장애","소계",5424
"부산광역시","청각","2020","심한장애","남자",2968
"부산광역시","청각","2020","심한장애","여자",2456
"부산광역시","청각","2020","심하지않은장애","소계",18771
"부산광역시","청각","2020","심하지않은장애","남자",10316
"부산광역시","청각","2020","심하지않은장애","여자",8455
"부산광역시","청각","2021","총계","소계",25371
"부산광역시","청각","2021","총계","남자",13859
"부산광역시","청각","2021","총계","여자",11512
"부산광역시","청각","2021","심한장애","소계",5280
"부산광역시","청각","2021","심한장애","남자",2869
"부산광역시","청각","2021","심한장애","여자",2411
"부산광역시","청각","2021","심하지않은장애","소계",20091
"부산광역시","청각","2021","심하지않은장애","남자",10990
"부산광역시","청각","2021","심하지않은장애","여자",9101
"부산광역시","청각","2022","총계","소계",26328
"부산광역시","청각","2022","총계","남자",14369
"부산광역시","청각","2022","총계","여자",11959
"부산광역시","청각","2022","심한장애","소계",5197
"부산광역시","청각","2022","심한장애","남자",2828
"부산광역시","청각","2022","심한장애","여자",2369
"부산광역시","청각","2022","심하지않은장애","소계",21131
"부산광역시","청각","2022","심하지않은장애","남자",11541
"부산광역시","청각","2022","심하지않은장애","여자",9590
"부산광역시","언어","2019","총계","소계",1468
"부산광역시","언어","2019","총계","남자",1053
"부산광역시","언어","2019","총계","여자",415
"부산광역시","언어","2019","심한장애","소계",764
"부산광역시","언어","2019","심한장애","남자",549
"부산광역시","언어","2019","심한장애","여자",215
"부산광역시","언어","2019","심하지않은장애","소계",704
"부산광역시","언어","2019","심하지않은장애","남자",504
"부산광역시","언어","2019","심하지않은장애","여자",200
"부산광역시","언어","2020","총계","소계",1542
"부산광역시","언어","2020","총계","남자",1097
"부산광역시","언어","2020","총계","여자",445
"부산광역시","언어","2020","심한장애","소계",799
"부산광역시","언어","2020","심한장애","남자",565
"부산광역시","언어","2020","심한장애","여자",234
"부산광역시","언어","2020","심하지않은장애","소계",743
"부산광역시","언어","2020","심하지않은장애","남자",532
"부산광역시","언어","2020","심하지않은장애","여자",211
"부산광역시","언어","2021","총계","소계",1575
"부산광역시","언어","2021","총계","남자",1112
"부산광역시","언어","2021","총계","여자",463
"부산광역시","언어","2021","심한장애","소계",811
"부산광역시","언어","2021","심한장애","남자",565
"부산광역시","언어","2021","심한장애","여자",246
"부산광역시","언어","2021","심하지않은장애","소계",764
"부산광역시","언어","2021","심하지않은장애","남자",547
"부산광역시","언어","2021","심하지않은장애","여자",217
"부산광역시","언어","2022","총계","소계",1608
"부산광역시","언어","2022","총계","남자",1131
"부산광역시","언어","2022","총계","여자",477
"부산광역시","언어","2022","심한장애","소계",834
"부산광역시","언어","2022","심한장애","남자",586
"부산광역시","언어","2022","심한장애","여자",248
"부산광역시","언어","2022","심하지않은장애","소계",774
"부산광역시","언어","2022","심하지않은장애","남자",545
"부산광역시","언어","2022","심하지않은장애","여자",229
"부산광역시","지적","2019","총계","소계",11853
"부산광역시","지적","2019","총계","남자",7209
"부산광역시","지적","2019","총계","여자",4644
"부산광역시","지적","2019","심한장애","소계",11853
"부산광역시","지적","2019","심한장애","남자",7209
"부산광역시","지적","2019","심한장애","여자",4644
"부산광역시","지적","2019","심하지않은장애","소계",0
"부산광역시","지적","2019","심하지않은장애","남자",0
"부산광역시","지적","2019","심하지않은장애","여자",0
"부산광역시","지적","2020","총계","소계",12118
"부산광역시","지적","2020","총계","남자",7361
"부산광역시","지적","2020","총계","여자",4757
"부산광역시","지적","2020","심한장애","소계",12118
"부산광역시","지적","2020","심한장애","남자",7361
"부산광역시","지적","2020","심한장애","여자",4757
"부산광역시","지적","2020","심하지않은장애","소계",0
"부산광역시","지적","2020","심하지않은장애","남자",0
"부산광역시","지적","2020","심하지않은장애","여자",0
"부산광역시","지적","2021","총계","소계",12384
"부산광역시","지적","2021","총계","남자",7507
"부산광역시","지적","2021","총계","여자",4877
"부산광역시","지적","2021","심한장애","소계",12384
"부산광역시","지적","2021","심한장애","남자",7507
"부산광역시","지적","2021","심한장애","여자",4877
"부산광역시","지적","2021","심하지않은장애","소계",0
"부산광역시","지적","2021","심하지않은장애","남자",0
"부산광역시","지적","2021","심하지않은장애","여자",0
"부산광역시","지적","2022","총계","소계",12644
"부산광역시","지적","2022","총계","남자",7645
"부산광역시","지적","2022","총계","여자",4999
"부산광역시","지적","2022","심한장애","소계",12644
"부산광역시","지적","2022","심한장애","남자",7645
"부산광역시","지적","2022","심한장애","여자",4999
"부산광역시","지적","2022","심하지않은장애","소계",0
"부산광역시","지적","2022","심하지않은장애","남자",0
"부산광역시","지적","2022","심하지않은장애","여자",0
"부산광역시","뇌병변","2019","총계","소계",19914
"부산광역시","뇌병변","2019","총계","남자",11669
"부산광역시","뇌병변","2019","총계","여자",8245
"부산광역시","뇌병변","2019","심한장애","소계",12183
"부산광역시","뇌병변","2019","심한장애","남자",6826
"부산광역시","뇌병변","2019","심한장애","여자",5357
"부산광역시","뇌병변","2019","심하지않은장애","소계",7731
"부산광역시","뇌병변","2019","심하지않은장애","남자",4843
"부산광역시","뇌병변","2019","심하지않은장애","여자",2888
"부산광역시","뇌병변","2020","총계","소계",19731
"부산광역시","뇌병변","2020","총계","남자",11578
"부산광역시","뇌병변","2020","총계","여자",8153
"부산광역시","뇌병변","2020","심한장애","소계",11769
"부산광역시","뇌병변","2020","심한장애","남자",6593
"부산광역시","뇌병변","2020","심한장애","여자",5176
"부산광역시","뇌병변","2020","심하지않은장애","소계",7962
"부산광역시","뇌병변","2020","심하지않은장애","남자",4985
"부산광역시","뇌병변","2020","심하지않은장애","여자",2977
"부산광역시","뇌병변","2021","총계","소계",19490
"부산광역시","뇌병변","2021","총계","남자",11459
"부산광역시","뇌병변","2021","총계","여자",8031
"부산광역시","뇌병변","2021","심한장애","소계",11404
"부산광역시","뇌병변","2021","심한장애","남자",6427
"부산광역시","뇌병변","2021","심한장애","여자",4977
"부산광역시","뇌병변","2021","심하지않은장애","소계",8086
"부산광역시","뇌병변","2021","심하지않은장애","남자",5032
"부산광역시","뇌병변","2021","심하지않은장애","여자",3054
"부산광역시","뇌병변","2022","총계","소계",19110
"부산광역시","뇌병변","2022","총계","남자",11238
"부산광역시","뇌병변","2022","총계","여자",7872
"부산광역시","뇌병변","2022","심한장애","소계",10947
"부산광역시","뇌병변","2022","심한장애","남자",6175
"부산광역시","뇌병변","2022","심한장애","여자",4772
"부산광역시","뇌병변","2022","심하지않은장애","소계",8163
"부산광역시","뇌병변","2022","심하지않은장애","남자",5063
"부산광역시","뇌병변","2022","심하지않은장애","여자",3100
"부산광역시","자폐성","2019","총계","소계",1926
"부산광역시","자폐성","2019","총계","남자",1615
"부산광역시","자폐성","2019","총계","여자",311
"부산광역시","자폐성","2019","심한장애","소계",1926
"부산광역시","자폐성","2019","심한장애","남자",1615
"부산광역시","자폐성","2019","심한장애","여자",311
"부산광역시","자폐성","2019","심하지않은장애","소계",0
"부산광역시","자폐성","2019","심하지않은장애","남자",0
"부산광역시","자폐성","2019","심하지않은장애","여자",0
"부산광역시","자폐성","2020","총계","소계",2075
"부산광역시","자폐성","2020","총계","남자",1722
"부산광역시","자폐성","2020","총계","여자",353
"부산광역시","자폐성","2020","심한장애","소계",2075
"부산광역시","자폐성","2020","심한장애","남자",1722
"부산광역시","자폐성","2020","심한장애","여자",353
"부산광역시","자폐성","2020","심하지않은장애","소계",0
"부산광역시","자폐성","2020","심하지않은장애","남자",0
"부산광역시","자폐성","2020","심하지않은장애","여자",0
"부산광역시","자폐성","2021","총계","소계",2254
"부산광역시","자폐성","2021","총계","남자",1859
"부산광역시","자폐성","2021","총계","여자",395
"부산광역시","자폐성","2021","심한장애","소계",2254
"부산광역시","자폐성","2021","심한장애","남자",1859
"부산광역시","자폐성","2021","심한장애","여자",395
"부산광역시","자폐성","2021","심하지않은장애","소계",0
"부산광역시","자폐성","2021","심하지않은장애","남자",0
"부산광역시","자폐성","2021","심하지않은장애","여자",0
"부산광역시","자폐성","2022","총계","소계",2522
"부산광역시","자폐성","2022","총계","남자",2056
"부산광역시","자폐성","2022","총계","여자",466
"부산광역시","자폐성","2022","심한장애","소계",2522
"부산광역시","자폐성","2022","심한장애","남자",2056
"부산광역시","자폐성","2022","심한장애","여자",466
"부산광역시","자폐성","2022","심하지않은장애","소계",0
"부산광역시","자폐성","2022","심하지않은장애","남자",0
"부산광역시","자폐성","2022","심하지않은장애","여자",0
"부산광역시","정신","2019","총계","소계",8201
"부산광역시","정신","2019","총계","남자",4251
"부산광역시","정신","2019","총계","여자",3950
"부산광역시","정신","2019","심한장애","소계",8201
"부산광역시","정신","2019","심한장애","남자",4251
"부산광역시","정신","2019","심한장애","여자",3950
"부산광역시","정신","2019","심하지않은장애","소계",0
"부산광역시","정신","2019","심하지않은장애","남자",0
"부산광역시","정신","2019","심하지않은장애","여자",0
"부산광역시","정신","2020","총계","소계",8249
"부산광역시","정신","2020","총계","남자",4251
"부산광역시","정신","2020","총계","여자",3998
"부산광역시","정신","2020","심한장애","소계",8249
"부산광역시","정신","2020","심한장애","남자",4251
"부산광역시","정신","2020","심한장애","여자",3998
"부산광역시","정신","2020","심하지않은장애","소계",0
"부산광역시","정신","2020","심하지않은장애","남자",0
"부산광역시","정신","2020","심하지않은장애","여자",0
"부산광역시","정신","2021","총계","소계",8242
"부산광역시","정신","2021","총계","남자",4243
"부산광역시","정신","2021","총계","여자",3999
"부산광역시","정신","2021","심한장애","소계",8232
"부산광역시","정신","2021","심한장애","남자",4238
"부산광역시","정신","2021","심한장애","여자",3994
"부산광역시","정신","2021","심하지않은장애","소계",10
"부산광역시","정신","2021","심하지않은장애","남자",5
"부산광역시","정신","2021","심하지않은장애","여자",5
"부산광역시","정신","2022","총계","소계",8225
"부산광역시","정신","2022","총계","남자",4234
"부산광역시","정신","2022","총계","여자",3991
"부산광역시","정신","2022","심한장애","소계",8171
"부산광역시","정신","2022","심한장애","남자",4209
"부산광역시","정신","2022","심한장애","여자",3962
"부산광역시","정신","2022","심하지않은장애","소계",54
"부산광역시","정신","2022","심하지않은장애","남자",25
"부산광역시","정신","2022","심하지않은장애","여자",29
"부산광역시","신장","2019","총계","소계",7264
"부산광역시","신장","2019","총계","남자",4251
"부산광역시","신장","2019","총계","여자",3013
"부산광역시","신장","2019","심한장애","소계",5360
"부산광역시","신장","2019","심한장애","남자",3189
"부산광역시","신장","2019","심한장애","여자",2171
"부산광역시","신장","2019","심하지않은장애","소계",1904
"부산광역시","신장","2019","심하지않은장애","남자",1062
"부산광역시","신장","2019","심하지않은장애","여자",842
"부산광역시","신장","2020","총계","소계",7677
"부산광역시","신장","2020","총계","남자",4509
"부산광역시","신장","2020","총계","여자",3168
"부산광역시","신장","2020","심한장애","소계",5688
"부산광역시","신장","2020","심한장애","남자",3396
"부산광역시","신장","2020","심한장애","여자",2292
"부산광역시","신장","2020","심하지않은장애","소계",1989
"부산광역시","신장","2020","심하지않은장애","남자",1113
"부산광역시","신장","2020","심하지않은장애","여자",876
"부산광역시","신장","2021","총계","소계",8011
"부산광역시","신장","2021","총계","남자",4710
"부산광역시","신장","2021","총계","여자",3301
"부산광역시","신장","2021","심한장애","소계",6015
"부산광역시","신장","2021","심한장애","남자",3598
"부산광역시","신장","2021","심한장애","여자",2417
"부산광역시","신장","2021","심하지않은장애","소계",1996
"부산광역시","신장","2021","심하지않은장애","남자",1112
"부산광역시","신장","2021","심하지않은장애","여자",884
"부산광역시","신장","2022","총계","소계",8224
"부산광역시","신장","2022","총계","남자",4851
"부산광역시","신장","2022","총계","여자",3373
"부산광역시","신장","2022","심한장애","소계",6180
"부산광역시","신장","2022","심한장애","남자",3710
"부산광역시","신장","2022","심한장애","여자",2470
"부산광역시","신장","2022","심하지않은장애","소계",2044
"부산광역시","신장","2022","심하지않은장애","남자",1141
"부산광역시","신장","2022","심하지않은장애","여자",903
"부산광역시","심장","2019","총계","소계",469
"부산광역시","심장","2019","총계","남자",311
"부산광역시","심장","2019","총계","여자",158
"부산광역시","심장","2019","심한장애","소계",420
"부산광역시","심장","2019","심한장애","남자",281
"부산광역시","심장","2019","심한장애","여자",139
"부산광역시","심장","2019","심하지않은장애","소계",49
"부산광역시","심장","2019","심하지않은장애","남자",30
"부산광역시","심장","2019","심하지않은장애","여자",19
"부산광역시","심장","2020","총계","소계",467
"부산광역시","심장","2020","총계","남자",312
"부산광역시","심장","2020","총계","여자",155
"부산광역시","심장","2020","심한장애","소계",411
"부산광역시","심장","2020","심한장애","남자",277
"부산광역시","심장","2020","심한장애","여자",134
"부산광역시","심장","2020","심하지않은장애","소계",56
"부산광역시","심장","2020","심하지않은장애","남자",35
"부산광역시","심장","2020","심하지않은장애","여자",21
"부산광역시","심장","2021","총계","소계",455
"부산광역시","심장","2021","총계","남자",301
"부산광역시","심장","2021","총계","여자",154
"부산광역시","심장","2021","심한장애","소계",393
"부산광역시","심장","2021","심한장애","남자",263
"부산광역시","심장","2021","심한장애","여자",130
"부산광역시","심장","2021","심하지않은장애","소계",62
"부산광역시","심장","2021","심하지않은장애","남자",38
"부산광역시","심장","2021","심하지않은장애","여자",24
"부산광역시","심장","2022","총계","소계",437
"부산광역시","심장","2022","총계","남자",290
"부산광역시","심장","2022","총계","여자",147
"부산광역시","심장","2022","심한장애","소계",368
"부산광역시","심장","2022","심한장애","남자",245
"부산광역시","심장","2022","심한장애","여자",123
"부산광역시","심장","2022","심하지않은장애","소계",69
"부산광역시","심장","2022","심하지않은장애","남자",45
"부산광역시","심장","2022","심하지않은장애","여자",24
"부산광역시","호흡기","2019","총계","소계",993
"부산광역시","호흡기","2019","총계","남자",734
"부산광역시","호흡기","2019","총계","여자",259
"부산광역시","호흡기","2019","심한장애","소계",967
"부산광역시","호흡기","2019","심한장애","남자",717
"부산광역시","호흡기","2019","심한장애","여자",250
"부산광역시","호흡기","2019","심하지않은장애","소계",26
"부산광역시","호흡기","2019","심하지않은장애","남자",17
"부산광역시","호흡기","2019","심하지않은장애","여자",9
"부산광역시","호흡기","2020","총계","소계",994
"부산광역시","호흡기","2020","총계","남자",726
"부산광역시","호흡기","2020","총계","여자",268
"부산광역시","호흡기","2020","심한장애","소계",963
"부산광역시","호흡기","2020","심한장애","남자",709
"부산광역시","호흡기","2020","심한장애","여자",254
"부산광역시","호흡기","2020","심하지않은장애","소계",31
"부산광역시","호흡기","2020","심하지않은장애","남자",17
"부산광역시","호흡기","2020","심하지않은장애","여자",14
"부산광역시","호흡기","2021","총계","소계",989
"부산광역시","호흡기","2021","총계","남자",720
"부산광역시","호흡기","2021","총계","여자",269
"부산광역시","호흡기","2021","심한장애","소계",951
"부산광역시","호흡기","2021","심한장애","남자",700
"부산광역시","호흡기","2021","심한장애","여자",251
"부산광역시","호흡기","2021","심하지않은장애","소계",38
"부산광역시","호흡기","2021","심하지않은장애","남자",20
"부산광역시","호흡기","2021","심하지않은장애","여자",18
"부산광역시","호흡기","2022","총계","소계",979
"부산광역시","호흡기","2022","총계","남자",714
"부산광역시","호흡기","2022","총계","여자",265
"부산광역시","호흡기","2022","심한장애","소계",940
"부산광역시","호흡기","2022","심한장애","남자",692
"부산광역시","호흡기","2022","심한장애","여자",248
"부산광역시","호흡기","2022","심하지않은장애","소계",39
"부산광역시","호흡기","2022","심하지않은장애","남자",22
"부산광역시","호흡기","2022","심하지않은장애","여자",17
"부산광역시","간","2019","총계","소계",788
"부산광역시","간","2019","총계","남자",562
"부산광역시","간","2019","총계","여자",226
"부산광역시","간","2019","심한장애","소계",77
"부산광역시","간","2019","심한장애","남자",59
"부산광역시","간","2019","심한장애","여자",18
"부산광역시","간","2019","심하지않은장애","소계",711
"부산광역시","간","2019","심하지않은장애","남자",503
"부산광역시","간","2019","심하지않은장애","여자",208
"부산광역시","간","2020","총계","소계",838
"부산광역시","간","2020","총계","남자",589
"부산광역시","간","2020","총계","여자",249
"부산광역시","간","2020","심한장애","소계",73
"부산광역시","간","2020","심한장애","남자",52
"부산광역시","간","2020","심한장애","여자",21
"부산광역시","간","2020","심하지않은장애","소계",765
"부산광역시","간","2020","심하지않은장애","남자",537
"부산광역시","간","2020","심하지않은장애","여자",228
"부산광역시","간","2021","총계","소계",876
"부산광역시","간","2021","총계","남자",614
"부산광역시","간","2021","총계","여자",262
"부산광역시","간","2021","심한장애","소계",66
"부산광역시","간","2021","심한장애","남자",44
"부산광역시","간","2021","심한장애","여자",22
"부산광역시","간","2021","심하지않은장애","소계",810
"부산광역시","간","2021","심하지않은장애","남자",570
"부산광역시","간","2021","심하지않은장애","여자",240
"부산광역시","간","2022","총계","소계",919
"부산광역시","간","2022","총계","남자",637
"부산광역시","간","2022","총계","여자",282
"부산광역시","간","2022","심한장애","소계",60
"부산광역시","간","2022","심한장애","남자",41
"부산광역시","간","2022","심한장애","여자",19
"부산광역시","간","2022","심하지않은장애","소계",859
"부산광역시","간","2022","심하지않은장애","남자",596
"부산광역시","간","2022","심하지않은장애","여자",263
"부산광역시","안면","2019","총계","소계",233
"부산광역시","안면","2019","총계","남자",140
"부산광역시","안면","2019","총계","여자",93
"부산광역시","안면","2019","심한장애","소계",115
"부산광역시","안면","2019","심한장애","남자",74
"부산광역시","안면","2019","심한장애","여자",41
"부산광역시","안면","2019","심하지않은장애","소계",118
"부산광역시","안면","2019","심하지않은장애","남자",66
"부산광역시","안면","2019","심하지않은장애","여자",52
"부산광역시","안면","2020","총계","소계",230
"부산광역시","안면","2020","총계","남자",136
"부산광역시","안면","2020","총계","여자",94
"부산광역시","안면","2020","심한장애","소계",115
"부산광역시","안면","2020","심한장애","남자",73
"부산광역시","안면","2020","심한장애","여자",42
"부산광역시","안면","2020","심하지않은장애","소계",115
"부산광역시","안면","2020","심하지않은장애","남자",63
"부산광역시","안면","2020","심하지않은장애","여자",52
"부산광역시","안면","2021","총계","소계",228
"부산광역시","안면","2021","총계","남자",139
"부산광역시","안면","2021","총계","여자",89
"부산광역시","안면","2021","심한장애","소계",112
"부산광역시","안면","2021","심한장애","남자",74
"부산광역시","안면","2021","심한장애","여자",38
"부산광역시","안면","2021","심하지않은장애","소계",116
"부산광역시","안면","2021","심하지않은장애","남자",65
"부산광역시","안면","2021","심하지않은장애","여자",51
"부산광역시","안면","2022","총계","소계",228
"부산광역시","안면","2022","총계","남자",140
"부산광역시","안면","2022","총계","여자",88
"부산광역시","안면","2022","심한장애","소계",109
"부산광역시","안면","2022","심한장애","남자",71
"부산광역시","안면","2022","심한장애","여자",38
"부산광역시","안면","2022","심하지않은장애","소계",119
"부산광역시","안면","2022","심하지않은장애","남자",69
"부산광역시","안면","2022","심하지않은장애","여자",50
"부산광역시","장루ㆍ요루","2019","총계","소계",1073
"부산광역시","장루ㆍ요루","2019","총계","남자",686
"부산광역시","장루ㆍ요루","2019","총계","여자",387
"부산광역시","장루ㆍ요루","2019","심한장애","소계",107
"부산광역시","장루ㆍ요루","2019","심한장애","남자",62
"부산광역시","장루ㆍ요루","2019","심한장애","여자",45
"부산광역시","장루ㆍ요루","2019","심하지않은장애","소계",966
