"시도별(1)","장애유형별(1)","시점","장애정도별(1)","항목",데이터
"울산광역시","장루ㆍ요루","2019","총계","여자",88
"울산광역시","장루ㆍ요루","2019","심한장애","소계",20
"울산광역시","장루ㆍ요루","2019","심한장애","남자",10
"울산광역시","장루ㆍ요루","2019","심한장애","여자",10
"울산광역시","장루ㆍ요루","2019","심하지않은장애","소계",198
"울산광역시","장루ㆍ요루","2019","심하지않은장애","남자",120
"울산광역시","장루ㆍ요루","2019","심하지않은장애","여자",78
"울산광역시","장루ㆍ요루","2020","총계","소계",219
"울산광역시","장루ㆍ요루","2020","총계","남자",134
"울산광역시","장루ㆍ요루","2020","총계","여자",85
"울산광역시","장루ㆍ요루","2020","심한장애","소계",24
"울산광역시","장루ㆍ요루","2020","심한장애","남자",12
"울산광역시","장루ㆍ요루","2020","심한장애","여자",12
"울산광역시","장루ㆍ요루","2020","심하지않은장애","소계",195
"울산광역시","장루ㆍ요루","2020","심하지않은장애","남자",122
"울산광역시","장루ㆍ요루","2020","심하지않은장애","여자",73
"울산광역시","장루ㆍ요루","2021","총계","소계",225
"울산광역시","장루ㆍ요루","2021","총계","남자",138
"울산광역시","장루ㆍ요루","2021","총계","여자",87
"울산광역시","장루ㆍ요루","2021","심한장애","소계",27
"울산광역시","장루ㆍ요루","2021","심한장애","남자",13
"울산광역시","장루ㆍ요루","2021","심한장애","여자",14
"울산광역시","장루ㆍ요루","2021","심하지않은장애","소계",198
"울산광역시","장루ㆍ요루","2021","심하지않은장애","남자",125
"울산광역시","장루ㆍ요루","2021","심하지않은장애","여자",73
"울산광역시","장루ㆍ요루","2022","총계","소계",262
"울산광역시","장루ㆍ요루","2022","총계","남자",165
"울산광역시","장루ㆍ요루","2022","총계","여자",97
"울산광역시","장루ㆍ요루","2022","심한장애","소계",27
"울산광역시","장루ㆍ요루","2022","심한장애","남자",13
"울산광역시","장루ㆍ요루","2022","심한장애","여자",14
"울산광역시","장루ㆍ요루","2022","심하지않은장애","소계",235
"울산광역시","장루ㆍ요루","2022","심하지않은장애","남자",152
"울산광역시","장루ㆍ요루","2022","심하지않은장애","여자",83
"울산광역시","뇌전증","2019","총계","소계",104
"울산광역시","뇌전증","2019","총계","남자",54
"울산광역시","뇌전증","2019","총계","여자",50
"울산광역시","뇌전증","2019","심한장애","소계",24
"울산광역시","뇌전증","2019","심한장애","남자",11
"울산광역시","뇌전증","2019","심한장애","여자",13
"울산광역시","뇌전증","2019","심하지않은장애","소계",80
"울산광역시","뇌전증","2019","심하지않은장애","남자",43
"울산광역시","뇌전증","2019","심하지않은장애","여자",37
"울산광역시","뇌전증","2020","총계","소계",106
"울산광역시","뇌전증","2020","총계","남자",56
"울산광역시","뇌전증","2020","총계","여자",50
"울산광역시","뇌전증","2020","심한장애","소계",27
"울산광역시","뇌전증","2020","심한장애","남자",14
"울산광역시","뇌전증","2020","심한장애","여자",13
"울산광역시","뇌전증","2020","심하지않은장애","소계",79
"울산광역시","뇌전증","2020","심하지않은장애","남자",42
"울산광역시","뇌전증","2020","심하지않은장애","여자",37
"울산광역시","뇌전증","2021","총계","소계",113
"울산광역시","뇌전증","2021","총계","남자",61
"울산광역시","뇌전증","2021","총계","여자",52
"울산광역시","뇌전증","2021","심한장애","소계",30
"울산광역시","뇌전증","2021","심한장애","남자",18
"울산광역시","뇌전증","2021","심한장애","여자",12
"울산광역시","뇌전증","2021","심하지않은장애","소계",83
"울산광역시","뇌전증","2021","심하지않은장애","남자",43
"울산광역시","뇌전증","2021","심하지않은장애","여자",40
"울산광역시","뇌전증","2022","총계","소계",120
"울산광역시","뇌전증","2022","총계","남자",65
"울산광역시","뇌전증","2022","총계","여자",55
"울산광역시","뇌전증","2022","심한장애","소계",33
"울산광역시","뇌전증","2022","심한장애","남자",18
"울산광역시","뇌전증","2022","심한장애","여자",15
"울산광역시","뇌전증","2022","심하지않은장애","소계",87
"울산광역시","뇌전증","2022","심하지않은장애","남자",47
"울산광역시","뇌전증","2022","심하지않은장애","여자",40
"세종특별자치시","합계","2019","총계","소계",12046
"세종특별자치시","합계","2019","총계","남자",7176
"세종특별자치시","합계","2019","총계","여자",4870
"세종특별자치시","합계","2019","심한장애","소계",4516
"세종특별자치시","합계","2019","심한장애","남자",2727
"세종특별자치시","합계","2019","심한장애","여자",1789
"세종특별자치시","합계","2019","심하지않은장애","소계",7530
"세종특별자치시","합계","2019","심하지않은장애","남자",4449
"세종특별자치시","합계","2019","심하지않은장애","여자",3081
"세종특별자치시","합계","2020","총계","소계",12346
"세종특별자치시","합계","2020","총계","남자",7364
"세종특별자치시","합계","2020","총계","여자",4982
"세종특별자치시","합계","2020","심한장애","소계",4630
"세종특별자치시","합계","2020","심한장애","남자",2811
"세종특별자치시","합계","2020","심한장애","여자",1819
"세종특별자치시","합계","2020","심하지않은장애","소계",7716
"세종특별자치시","합계","2020","심하지않은장애","남자",4553
"세종특별자치시","합계","2020","심하지않은장애","여자",3163
"세종특별자치시","합계","2021","총계","소계",12630
"세종특별자치시","합계","2021","총계","남자",7531
"세종특별자치시","합계","2021","총계","여자",5099
"세종특별자치시","합계","2021","심한장애","소계",4732
"세종특별자치시","합계","2021","심한장애","남자",2878
"세종특별자치시","합계","2021","심한장애","여자",1854
"세종특별자치시","합계","2021","심하지않은장애","소계",7898
"세종특별자치시","합계","2021","심하지않은장애","남자",4653
"세종특별자치시","합계","2021","심하지않은장애","여자",3245
"세종특별자치시","합계","2022","총계","소계",12863
"세종특별자치시","합계","2022","총계","남자",7696
"세종특별자치시","합계","2022","총계","여자",5167
"세종특별자치시","합계","2022","심한장애","소계",4804
"세종특별자치시","합계","2022","심한장애","남자",2935
"세종특별자치시","합계","2022","심한장애","여자",1869
"세종특별자치시","합계","2022","심하지않은장애","소계",8059
"세종특별자치시","합계","2022","심하지않은장애","남자",4761
"세종특별자치시","합계","2022","심하지않은장애","여자",3298
"세종특별자치시","지체","2019","총계","소계",5768
"세종특별자치시","지체","2019","총계","남자",3485
"세종특별자치시","지체","2019","총계","여자",2283
"세종특별자치시","지체","2019","심한장애","소계",1168
"세종특별자치시","지체","2019","심한장애","남자",768
"세종특별자치시","지체","2019","심한장애","여자",400
"세종특별자치시","지체","2019","심하지않은장애","소계",4600
"세종특별자치시","지체","2019","심하지않은장애","남자",2717
"세종특별자치시","지체","2019","심하지않은장애","여자",1883
"세종특별자치시","지체","2020","총계","소계",5778
"세종특별자치시","지체","2020","총계","남자",3506
"세종특별자치시","지체","2020","총계","여자",2272
"세종특별자치시","지체","2020","심한장애","소계",1171
"세종특별자치시","지체","2020","심한장애","남자",787
"세종특별자치시","지체","2020","심한장애","여자",384
"세종특별자치시","지체","2020","심하지않은장애","소계",4607
"세종특별자치시","지체","2020","심하지않은장애","남자",2719
"세종특별자치시","지체","2020","심하지않은장애","여자",1888
"세종특별자치시","지체","2021","총계","소계",5843
"세종특별자치시","지체","2021","총계","남자",3549
"세종특별자치시","지체","2021","총계","여자",2294
"세종특별자치시","지체","2021","심한장애","소계",1169
"세종특별자치시","지체","2021","심한장애","남자",786
"세종특별자치시","지체","2021","심한장애","여자",383
"세종특별자치시","지체","2021","심하지않은장애","소계",4674
"세종특별자치시","지체","2021","심하지않은장애","남자",2763
"세종특별자치시","지체","2021","심하지않은장애","여자",1911
"세종특별자치시","지체","2022","총계","소계",5858
"세종특별자치시","지체","2022","총계","남자",3564
"세종특별자치시","지체","2022","총계","여자",2294
"세종특별자치시","지체","2022","심한장애","소계",1170
"세종특별자치시","지체","2022","심한장애","남자",790
"세종특별자치시","지체","2022","심한장애","여자",380
"세종특별자치시","지체","2022","심하지않은장애","소계",4688
"세종특별자치시","지체","2022","심하지않은장애","남자",2774
"세종특별자치시","지체","2022","심하지않은장애","여자",1914
"세종특별자치시","시각","2019","총계","소계",1182
"세종특별자치시","시각","2019","총계","남자",735
"세종특별자치시","시각","2019","총계","여자",447
"세종특별자치시","시각","2019","심한장애","소계",173
"세종특별자치시","시각","2019","심한장애","남자",90
"세종특별자치시","시각","2019","심한장애","여자",83
"세종특별자치시","시각","2019","심하지않은장애","소계",1009
"세종특별자치시","시각","2019","심하지않은장애","남자",645
"세종특별자치시","시각","2019","심하지않은장애","여자",364
"세종특별자치시","시각","2020","총계","소계",1195
"세종특별자치시","시각","2020","총계","남자",746
"세종특별자치시","시각","2020","총계","여자",449
"세종특별자치시","시각","2020","심한장애","소계",157
"세종특별자치시","시각","2020","심한장애","남자",80
"세종특별자치시","시각","2020","심한장애","여자",77
"세종특별자치시","시각","2020","심하지않은장애","소계",1038
"세종특별자치시","시각","2020","심하지않은장애","남자",666
"세종특별자치시","시각","2020","심하지않은장애","여자",372
"세종특별자치시","시각","2021","총계","소계",1217
"세종특별자치시","시각","2021","총계","남자",766
"세종특별자치시","시각","2021","총계","여자",451
"세종특별자치시","시각","2021","심한장애","소계",164
"세종특별자치시","시각","2021","심한장애","남자",87
"세종특별자치시","시각","2021","심한장애","여자",77
"세종특별자치시","시각","2021","심하지않은장애","소계",1053
"세종특별자치시","시각","2021","심하지않은장애","남자",679
"세종특별자치시","시각","2021","심하지않은장애","여자",374
"세종특별자치시","시각","2022","총계","소계",1240
"세종특별자치시","시각","2022","총계","남자",775
"세종특별자치시","시각","2022","총계","여자",465
"세종특별자치시","시각","2022","심한장애","소계",159
"세종특별자치시","시각","2022","심한장애","남자",85
"세종특별자치시","시각","2022","심한장애","여자",74
"세종특별자치시","시각","2022","심하지않은장애","소계",1081
"세종특별자치시","시각","2022","심하지않은장애","남자",690
"세종특별자치시","시각","2022","심하지않은장애","여자",391
"세종특별자치시","청각","2019","총계","소계",1630
"세종특별자치시","청각","2019","총계","남자",841
"세종특별자치시","청각","2019","총계","여자",789
"세종특별자치시","청각","2019","심한장애","소계",429
"세종특별자치시","청각","2019","심한장애","남자",218
"세종특별자치시","청각","2019","심한장애","여자",211
"세종특별자치시","청각","2019","심하지않은장애","소계",1201
"세종특별자치시","청각","2019","심하지않은장애","남자",623
"세종특별자치시","청각","2019","심하지않은장애","여자",578
"세종특별자치시","청각","2020","총계","소계",1731
"세종특별자치시","청각","2020","총계","남자",889
"세종특별자치시","청각","2020","총계","여자",842
"세종특별자치시","청각","2020","심한장애","소계",433
"세종특별자치시","청각","2020","심한장애","남자",217
"세종특별자치시","청각","2020","심한장애","여자",216
"세종특별자치시","청각","2020","심하지않은장애","소계",1298
"세종특별자치시","청각","2020","심하지않은장애","남자",672
"세종특별자치시","청각","2020","심하지않은장애","여자",626
"세종특별자치시","청각","2021","총계","소계",1780
"세종특별자치시","청각","2021","총계","남자",895
"세종특별자치시","청각","2021","총계","여자",885
"세종특별자치시","청각","2021","심한장애","소계",431
"세종특별자치시","청각","2021","심한장애","남자",210
"세종특별자치시","청각","2021","심한장애","여자",221
"세종특별자치시","청각","2021","심하지않은장애","소계",1349
"세종특별자치시","청각","2021","심하지않은장애","남자",685
"세종특별자치시","청각","2021","심하지않은장애","여자",664
"세종특별자치시","청각","2022","총계","소계",1827
"세종특별자치시","청각","2022","총계","남자",928
"세종특별자치시","청각","2022","총계","여자",899
"세종특별자치시","청각","2022","심한장애","소계",430
"세종특별자치시","청각","2022","심한장애","남자",209
"세종특별자치시","청각","2022","심한장애","여자",221
"세종특별자치시","청각","2022","심하지않은장애","소계",1397
"세종특별자치시","청각","2022","심하지않은장애","남자",719
"세종특별자치시","청각","2022","심하지않은장애","여자",678
"세종특별자치시","언어","2019","총계","소계",93
"세종특별자치시","언어","2019","총계","남자",74
"세종특별자치시","언어","2019","총계","여자",19
"세종특별자치시","언어","2019","심한장애","소계",37
"세종특별자치시","언어","2019","심한장애","남자",29
"세종특별자치시","언어","2019","심한장애","여자",8
"세종특별자치시","언어","2019","심하지않은장애","소계",56
"세종특별자치시","언어","2019","심하지않은장애","남자",45
"세종특별자치시","언어","2019","심하지않은장애","여자",11
"세종특별자치시","언어","2020","총계","소계",107
"세종특별자치시","언어","2020","총계","남자",85
"세종특별자치시","언어","2020","총계","여자",22
"세종특별자치시","언어","2020","심한장애","소계",39
"세종특별자치시","언어","2020","심한장애","남자",29
"세종특별자치시","언어","2020","심한장애","여자",10
"세종특별자치시","언어","2020","심하지않은장애","소계",68
"세종특별자치시","언어","2020","심하지않은장애","남자",56
"세종특별자치시","언어","2020","심하지않은장애","여자",12
"세종특별자치시","언어","2021","총계","소계",113
"세종특별자치시","언어","2021","총계","남자",92
"세종특별자치시","언어","2021","총계","여자",21
"세종특별자치시","언어","2021","심한장애","소계",45
"세종특별자치시","언어","2021","심한장애","남자",35
"세종특별자치시","언어","2021","심한장애","여자",10
"세종특별자치시","언어","2021","심하지않은장애","소계",68
"세종특별자치시","언어","2021","심하지않은장애","남자",57
"세종특별자치시","언어","2021","심하지않은장애","여자",11
"세종특별자치시","언어","2022","총계","소계",123
"세종특별자치시","언어","2022","총계","남자",103
"세종특별자치시","언어","2022","총계","여자",20
"세종특별자치시","언어","2022","심한장애","소계",49
"세종특별자치시","언어","2022","심한장애","남자",41
"세종특별자치시","언어","2022","심한장애","여자",8
"세종특별자치시","언어","2022","심하지않은장애","소계",74
"세종특별자치시","언어","2022","심하지않은장애","남자",62
"세종특별자치시","언어","2022","심하지않은장애","여자",12
"세종특별자치시","지적","2019","총계","소계",1062
"세종특별자치시","지적","2019","총계","남자",668
"세종특별자치시","지적","2019","총계","여자",394
"세종특별자치시","지적","2019","심한장애","소계",1062
"세종특별자치시","지적","2019","심한장애","남자",668
"세종특별자치시","지적","2019","심한장애","여자",394
"세종특별자치시","지적","2019","심하지않은장애","소계",0
"세종특별자치시","지적","2019","심하지않은장애","남자",0
"세종특별자치시","지적","2019","심하지않은장애","여자",0
"세종특별자치시","지적","2020","총계","소계",1116
"세종특별자치시","지적","2020","총계","남자",696
"세종특별자치시","지적","2020","총계","여자",420
"세종특별자치시","지적","2020","심한장애","소계",1116
"세종특별자치시","지적","2020","심한장애","남자",696
"세종특별자치시","지적","2020","심한장애","여자",420
"세종특별자치시","지적","2020","심하지않은장애","소계",0
"세종특별자치시","지적","2020","심하지않은장애","남자",0
"세종특별자치시","지적","2020","심하지않은장애","여자",0
"세종특별자치시","지적","2021","총계","소계",1148
"세종특별자치시","지적","2021","총계","남자",731
"세종특별자치시","지적","2021","총계","여자",417
"세종특별자치시","지적","2021","심한장애","소계",1148
"세종특별자치시","지적","2021","심한장애","남자",731
"세종특별자치시","지적","2021","심한장애","여자",417
"세종특별자치시","지적","2021","심하지않은장애","소계",0
"세종특별자치시","지적","2021","심하지않은장애","남자",0
"세종특별자치시","지적","2021","심하지않은장애","여자",0
"세종특별자치시","지적","2022","총계","소계",1181
"세종특별자치시","지적","2022","총계","남자",748
"세종특별자치시","지적","2022","총계","여자",433
"세종특별자치시","지적","2022","심한장애","소계",1181
"세종특별자치시","지적","2022","심한장애","남자",748
"세종특별자치시","지적","2022","심한장애","여자",433
"세종특별자치시","지적","2022","심하지않은장애","소계",0
"세종특별자치시","지적","2022","심하지않은장애","남자",0
"세종특별자치시","지적","2022","심하지않은장애","여자",0
"세종특별자치시","뇌병변","2019","총계","소계",1067
"세종특별자치시","뇌병변","2019","총계","남자",608
"세종특별자치시","뇌병변","2019","총계","여자",459
"세종특별자치시","뇌병변","2019","심한장애","소계",684
"세종특별자치시","뇌병변","2019","심한장애","남자",366
"세종특별자치시","뇌병변","2019","심한장애","여자",318
"세종특별자치시","뇌병변","2019","심하지않은장애","소계",383
"세종특별자치시","뇌병변","2019","심하지않은장애","남자",242
"세종특별자치시","뇌병변","2019","심하지않은장애","여자",141
"세종특별자치시","뇌병변","2020","총계","소계",1087
"세종특별자치시","뇌병변","2020","총계","남자",617
"세종특별자치시","뇌병변","2020","총계","여자",470
"세종특별자치시","뇌병변","2020","심한장애","소계",676
"세종특별자치시","뇌병변","2020","심한장애","남자",361
"세종특별자치시","뇌병변","2020","심한장애","여자",315
"세종특별자치시","뇌병변","2020","심하지않은장애","소계",411
"세종특별자치시","뇌병변","2020","심하지않은장애","남자",256
"세종특별자치시","뇌병변","2020","심하지않은장애","여자",155
"세종특별자치시","뇌병변","2021","총계","소계",1129
"세종특별자치시","뇌병변","2021","총계","남자",621
"세종특별자치시","뇌병변","2021","총계","여자",508
"세종특별자치시","뇌병변","2021","심한장애","소계",685
"세종특별자치시","뇌병변","2021","심한장애","남자",353
"세종특별자치시","뇌병변","2021","심한장애","여자",332
"세종특별자치시","뇌병변","2021","심하지않은장애","소계",444
"세종특별자치시","뇌병변","2021","심하지않은장애","남자",268
"세종특별자치시","뇌병변","2021","심하지않은장애","여자",176
"세종특별자치시","뇌병변","2022","총계","소계",1117
"세종특별자치시","뇌병변","2022","총계","남자",627
"세종특별자치시","뇌병변","2022","총계","여자",490
"세종특별자치시","뇌병변","2022","심한장애","소계",640
"세종특별자치시","뇌병변","2022","심한장애","남자",334
"세종특별자치시","뇌병변","2022","심한장애","여자",306
"세종특별자치시","뇌병변","2022","심하지않은장애","소계",477
"세종특별자치시","뇌병변","2022","심하지않은장애","남자",293
"세종특별자치시","뇌병변","2022","심하지않은장애","여자",184
"세종특별자치시","자폐성","2019","총계","소계",170
"세종특별자치시","자폐성","2019","총계","남자",141
"세종특별자치시","자폐성","2019","총계","여자",29
"세종특별자치시","자폐성","2019","심한장애","소계",170
"세종특별자치시","자폐성","2019","심한장애","남자",141
"세종특별자치시","자폐성","2019","심한장애","여자",29
"세종특별자치시","자폐성","2019","심하지않은장애","소계",0
"세종특별자치시","자폐성","2019","심하지않은장애","남자",0
"세종특별자치시","자폐성","2019","심하지않은장애","여자",0
"세종특별자치시","자폐성","2020","총계","소계",208
"세종특별자치시","자폐성","2020","총계","남자",172
"세종특별자치시","자폐성","2020","총계","여자",36
"세종특별자치시","자폐성","2020","심한장애","소계",208
"세종특별자치시","자폐성","2020","심한장애","남자",172
"세종특별자치시","자폐성","2020","심한장애","여자",36
"세종특별자치시","자폐성","2020","심하지않은장애","소계",0
"세종특별자치시","자폐성","2020","심하지않은장애","남자",0
"세종특별자치시","자폐성","2020","심하지않은장애","여자",0
"세종특별자치시","자폐성","2021","총계","소계",230
"세종특별자치시","자폐성","2021","총계","남자",192
"세종특별자치시","자폐성","2021","총계","여자",38
"세종특별자치시","자폐성","2021","심한장애","소계",230
"세종특별자치시","자폐성","2021","심한장애","남자",192
"세종특별자치시","자폐성","2021","심한장애","여자",38
"세종특별자치시","자폐성","2021","심하지않은장애","소계",0
"세종특별자치시","자폐성","2021","심하지않은장애","남자",0
"세종특별자치시","자폐성","2021","심하지않은장애","여자",0
"세종특별자치시","자폐성","2022","총계","소계",265
"세종특별자치시","자폐성","2022","총계","남자",217
"세종특별자치시","자폐성","2022","총계","여자",48
"세종특별자치시","자폐성","2022","심한장애","소계",265
"세종특별자치시","자폐성","2022","심한장애","남자",217
"세종특별자치시","자폐성","2022","심한장애","여자",48
"세종특별자치시","자폐성","2022","심하지않은장애","소계",0
"세종특별자치시","자폐성","2022","심하지않은장애","남자",0
"세종특별자치시","자폐성","2022","심하지않은장애","여자",0
"세종특별자치시","정신","2019","총계","소계",440
"세종특별자치시","정신","2019","총계","남자",230
"세종특별자치시","정신","2019","총계","여자",210
"세종특별자치시","정신","2019","심한장애","소계",440
"세종특별자치시","정신","2019","심한장애","남자",230
"세종특별자치시","정신","2019","심한장애","여자",210
"세종특별자치시","정신","2019","심하지않은장애","소계",0
"세종특별자치시","정신","2019","심하지않은장애","남자",0
"세종특별자치시","정신","2019","심하지않은장애","여자",0
"세종특별자치시","정신","2020","총계","소계",455
"세종특별자치시","정신","2020","총계","남자",240
"세종특별자치시","정신","2020","총계","여자",215
"세종특별자치시","정신","2020","심한장애","소계",455
"세종특별자치시","정신","2020","심한장애","남자",240
"세종특별자치시","정신","2020","심한장애","여자",215
"세종특별자치시","정신","2020","심하지않은장애","소계",0
"세종특별자치시","정신","2020","심하지않은장애","남자",0
"세종특별자치시","정신","2020","심하지않은장애","여자",0
"세종특별자치시","정신","2021","총계","소계",454
"세종특별자치시","정신","2021","총계","남자",240
"세종특별자치시","정신","2021","총계","여자",214
"세종특별자치시","정신","2021","심한장애","소계",454
"세종특별자치시","정신","2021","심한장애","남자",240
"세종특별자치시","정신","2021","심한장애","여자",214
"세종특별자치시","정신","2021","심하지않은장애","소계",0
"세종특별자치시","정신","2021","심하지않은장애","남자",0
"세종특별자치시","정신","2021","심하지않은장애","여자",0
"세종특별자치시","정신","2022","총계","소계",473
"세종특별자치시","정신","2022","총계","남자",252
"세종특별자치시","정신","2022","총계","여자",221
"세종특별자치시","정신","2022","심한장애","소계",471
"세종특별자치시","정신","2022","심한장애","남자",250
"세종특별자치시","정신","2022","심한장애","여자",221
"세종특별자치시","정신","2022","심하지않은장애","소계",2
"세종특별자치시","정신","2022","심하지않은장애","남자",2
"세종특별자치시","정신","2022","심하지않은장애","여자",0
"세종특별자치시","신장","2019","총계","소계",394
"세종특별자치시","신장","2019","총계","남자",243
"세종특별자치시","신장","2019","총계","여자",151
"세종특별자치시","신장","2019","심한장애","소계",272
"세종특별자치시","신장","2019","심한장애","남자",164
"세종특별자치시","신장","2019","심한장애","여자",108
"세종특별자치시","신장","2019","심하지않은장애","소계",122
"세종특별자치시","신장","2019","심하지않은장애","남자",79
"세종특별자치시","신장","2019","심하지않은장애","여자",43
"세종특별자치시","신장","2020","총계","소계",414
"세종특별자치시","신장","2020","총계","남자",253
"세종특별자치시","신장","2020","총계","여자",161
"세종특별자치시","신장","2020","심한장애","소계",290
"세종특별자치시","신장","2020","심한장애","남자",172
"세종특별자치시","신장","2020","심한장애","여자",118
"세종특별자치시","신장","2020","심하지않은장애","소계",124
"세종특별자치시","신장","2020","심하지않은장애","남자",81
"세종특별자치시","신장","2020","심하지않은장애","여자",43
"세종특별자치시","신장","2021","총계","소계",449
"세종특별자치시","신장","2021","총계","남자",270
"세종특별자치시","신장","2021","총계","여자",179
"세종특별자치시","신장","2021","심한장애","소계",321
"세종특별자치시","신장","2021","심한장애","남자",186
"세종특별자치시","신장","2021","심한장애","여자",135
"세종특별자치시","신장","2021","심하지않은장애","소계",128
"세종특별자치시","신장","2021","심하지않은장애","남자",84
"세종특별자치시","신장","2021","심하지않은장애","여자",44
"세종특별자치시","신장","2022","총계","소계",503
"세종특별자치시","신장","2022","총계","남자",301
"세종특별자치시","신장","2022","총계","여자",202
"세종특별자치시","신장","2022","심한장애","소계",355
"세종특별자치시","신장","2022","심한장애","남자",204
"세종특별자치시","신장","2022","심한장애","여자",151
"세종특별자치시","신장","2022","심하지않은장애","소계",148
"세종특별자치시","신장","2022","심하지않은장애","남자",97
"세종특별자치시","신장","2022","심하지않은장애","여자",51
"세종특별자치시","심장","2019","총계","소계",20
"세종특별자치시","심장","2019","총계","남자",14
"세종특별자치시","심장","2019","총계","여자",6
"세종특별자치시","심장","2019","심한장애","소계",14
"세종특별자치시","심장","2019","심한장애","남자",10
"세종특별자치시","심장","2019","심한장애","여자",4
"세종특별자치시","심장","2019","심하지않은장애","소계",6
"세종특별자치시","심장","2019","심하지않은장애","남자",4
"세종특별자치시","심장","2019","심하지않은장애","여자",2
"세종특별자치시","심장","2020","총계","소계",21
"세종특별자치시","심장","2020","총계","남자",14
"세종특별자치시","심장","2020","총계","여자",7
"세종특별자치시","심장","2020","심한장애","소계",13
"세종특별자치시","심장","2020","심한장애","남자",9
"세종특별자치시","심장","2020","심한장애","여자",4
"세종특별자치시","심장","2020","심하지않은장애","소계",8
"세종특별자치시","심장","2020","심하지않은장애","남자",5
"세종특별자치시","심장","2020","심하지않은장애","여자",3
"세종특별자치시","심장","2021","총계","소계",23
"세종특별자치시","심장","2021","총계","남자",16
"세종특별자치시","심장","2021","총계","여자",7
"세종특별자치시","심장","2021","심한장애","소계",15
"세종특별자치시","심장","2021","심한장애","남자",11
"세종특별자치시","심장","2021","심한장애","여자",4
"세종특별자치시","심장","2021","심하지않은장애","소계",8
"세종특별자치시","심장","2021","심하지않은장애","남자",5
"세종특별자치시","심장","2021","심하지않은장애","여자",3
"세종특별자치시","심장","2022","총계","소계",27
"세종특별자치시","심장","2022","총계","남자",19
"세종특별자치시","심장","2022","총계","여자",8
"세종특별자치시","심장","2022","심한장애","소계",17
"세종특별자치시","심장","2022","심한장애","남자",12
"세종특별자치시","심장","2022","심한장애","여자",5
"세종특별자치시","심장","2022","심하지않은장애","소계",10
"세종특별자치시","심장","2022","심하지않은장애","남자",7
"세종특별자치시","심장","2022","심하지않은장애","여자",3
"세종특별자치시","호흡기","2019","총계","소계",48
"세종특별자치시","호흡기","2019","총계","남자",33
"세종특별자치시","호흡기","2019","총계","여자",15
"세종특별자치시","호흡기","2019","심한장애","소계",47
"세종특별자치시","호흡기","2019","심한장애","남자",33
"세종특별자치시","호흡기","2019","심한장애","여자",14
"세종특별자치시","호흡기","2019","심하지않은장애","소계",1
"세종특별자치시","호흡기","2019","심하지않은장애","남자",0
"세종특별자치시","호흡기","2019","심하지않은장애","여자",1
"세종특별자치시","호흡기","2020","총계","소계",53
"세종특별자치시","호흡기","2020","총계","남자",38
"세종특별자치시","호흡기","2020","총계","여자",15
"세종특별자치시","호흡기","2020","심한장애","소계",52
"세종특별자치시","호흡기","2020","심한장애","남자",38
"세종특별자치시","호흡기","2020","심한장애","여자",14
"세종특별자치시","호흡기","2020","심하지않은장애","소계",1
"세종특별자치시","호흡기","2020","심하지않은장애","남자",0
"세종특별자치시","호흡기","2020","심하지않은장애","여자",1
"세종특별자치시","호흡기","2021","총계","소계",56
"세종특별자치시","호흡기","2021","총계","남자",41
"세종특별자치시","호흡기","2021","총계","여자",15
"세종특별자치시","호흡기","2021","심한장애","소계",51
"세종특별자치시","호흡기","2021","심한장애","남자",37
"세종특별자치시","호흡기","2021","심한장애","여자",14
"세종특별자치시","호흡기","2021","심하지않은장애","소계",5
"세종특별자치시","호흡기","2021","심하지않은장애","남자",4
"세종특별자치시","호흡기","2021","심하지않은장애","여자",1
"세종특별자치시","호흡기","2022","총계","소계",50
"세종특별자치시","호흡기","2022","총계","남자",36
"세종특별자치시","호흡기","2022","총계","여자",14
"세종특별자치시","호흡기","2022","심한장애","소계",46
"세종특별자치시","호흡기","2022","심한장애","남자",33
"세종특별자치시","호흡기","2022","심한장애","여자",13
"세종특별자치시","호흡기","2022","심하지않은장애","소계",4
"세종특별자치시","호흡기","2022","심하지않은장애","남자",3
"세종특별자치시","호흡기","2022","심하지않은장애","여자",1
"세종특별자치시","간","2019","총계","소계",60
"세종특별자치시","간","2019","총계","남자",38
"세종특별자치시","간","2019","총계","여자",22
"세종특별자치시","간","2019","심한장애","소계",3
"세종특별자치시","간","2019","심한장애","남자",0
"세종특별자치시","간","2019","심한장애","여자",3
"세종특별자치시","간","2019","심하지않은장애","소계",57
"세종특별자치시","간","2019","심하지않은장애","남자",38
"세종특별자치시","간","2019","심하지않은장애","여자",19
"세종특별자치시","간","2020","총계","소계",69
"세종특별자치시","간","2020","총계","남자",44
"세종특별자치시","간","2020","총계","여자",25
"세종특별자치시","간","2020","심한장애","소계",4
"세종특별자치시","간","2020","심한장애","남자",1
"세종특별자치시","간","2020","심한장애","여자",3
"세종특별자치시","간","2020","심하지않은장애","소계",65
"세종특별자치시","간","2020","심하지않은장애","남자",43
"세종특별자치시","간","2020","심하지않은장애","여자",22
"세종특별자치시","간","2021","총계","소계",69
"세종특별자치시","간","2021","총계","남자",46
"세종특별자치시","간","2021","총계","여자",23
"세종특별자치시","간","2021","심한장애","소계",3
"세종특별자치시","간","2021","심한장애","남자",1
"세종특별자치시","간","2021","심한장애","여자",2
"세종특별자치시","간","2021","심하지않은장애","소계",66
"세종특별자치시","간","2021","심하지않은장애","남자",45
"세종특별자치시","간","2021","심하지않은장애","여자",21
"세종특별자치시","간","2022","총계","소계",81
